county_fips,county_name,population,median_age,median_household_income,median_home_value,median_gross_rent,poverty_pct,unemployment_pct,vacancy_pct,homeownership_pct,bachelors_plus_pct,declarations,precipitation_inches,temperature_f,inflow_individuals_per_1000,outflow_individuals_per_1000,net_individuals_per_1000,education_band
01043,"Cullman County, Alabama",89463.0,41.1,60916.0,180500.0,883.0,13.901887645529557,4.176974995796604,12.63341595427184,76.35700431346437,19.08653846153846,0.0,56.13,62.84166666666667,41.279635156433386,30.962520818662465,10.317114337770922,Under 20%
01045,"Dale County, Alabama",49516.0,38.0,53955.0,129100.0,863.0,18.71096728981594,6.797488226059655,13.710170231340026,61.34351762861045,19.32785528493734,0.0,49.769999999999996,67.61666666666666,94.97940059778658,96.21132563211891,-1.2319250343323371,Under 20%
01047,"Dallas County, Alabama",37536.0,40.3,36810.0,97400.0,749.0,29.00083645881115,10.91411318815443,18.644783365876826,61.014530358069536,17.007096091269062,1.0,49.75,66.96666666666667,24.93606138107417,33.72762148337596,-8.79156010230179,Under 20%
01049,"DeKalb County, Alabama",71946.0,39.6,51149.0,135500.0,683.0,20.359848484848484,4.247671438394699,15.9044501345088,76.75942341786788,13.880406074612083,0.0,50.4,60.96666666666667,39.362855474939536,33.942123259111,5.420732215828538,Under 20%
01051,"Elmore County, Alabama",88669.0,38.9,75553.0,213600.0,1014.0,10.285062171607903,3.9060790938479863,12.285290548739383,76.8637216022626,24.394340719684735,2.0,52.64,65.54166666666667,51.06632532226595,46.03638250121237,5.029942821053582,20 to <30%
01053,"Escambia County, Alabama",36695.0,40.5,44447.0,122700.0,709.0,21.204042771349055,9.145364630493836,23.73649979115699,68.68789609576716,12.490685909251344,0.0,45.54,68.06666666666666,36.926011718217744,35.018394876686195,1.9076168415315438,Under 20%
01055,"Etowah County, Alabama",103208.0,41.8,53070.0,160600.0,807.0,17.099703229103202,6.308375772022971,17.53532545749363,73.75127681307457,17.47691883698498,0.0,48.96,63.199999999999996,39.289589954267115,34.84226028990001,4.447329664367103,Under 20%
01057,"Fayette County, Alabama",16173.0,42.8,50733.0,121200.0,622.0,18.661551040945973,9.475069454598625,22.403180302641704,78.18542389687654,15.597147950089127,0.0,53.08,63.958333333333336,37.46985716935634,38.76831756631423,-1.2984603969578927,Under 20%
01059,"Franklin County, Alabama",31978.0,38.6,51493.0,128000.0,667.0,17.37475013484786,3.597328929417678,16.985320443967062,71.75881997757267,14.889393079977312,0.0,49.72,62.550000000000004,33.33541809994371,37.74469948089311,-4.409281380949403,Under 20%
01061,"Geneva County, Alabama",26726.0,44.0,50951.0,120200.0,757.0,19.053205176719896,4.915210467418438,15.96973317403425,78.27488151658768,13.316463703938004,0.0,46.4,68.01666666666667,52.8698645513732,41.68225697822345,11.187607573149743,Under 20%
01063,"Greene County, Alabama",7589.0,44.4,31495.0,86400.0,429.0,35.9121171770972,3.3374033374033374,28.675434476279943,69.73987487652289,12.476298824421692,1.0,51.23,65.50833333333334,32.020028989326654,45.196995651601,-13.176966662274344,Under 20%
01065,"Hale County, Alabama",14749.0,41.0,41325.0,126300.0,723.0,23.893193137797454,5.8803122289679095,26.257652382219856,77.00776033207002,16.773675762439808,1.0,49.18,65.52499999999999,59.800664451827245,46.308224286392296,13.492440165434944,Under 20%
01067,"Henry County, Alabama",17450.0,45.0,60135.0,147800.0,770.0,15.794408955048937,3.2948501751199895,26.9588023166867,80.89467384799521,21.678981292249645,0.0,48.29,67.60833333333333,55.18624641833811,49.570200573065904,5.616045845272207,20 to <30%
01069,"Houston County, Alabama",107628.0,40.3,57531.0,178000.0,905.0,18.035096948744926,4.561331415656462,14.45131996624744,63.9158310044386,22.768156799570413,0.0,46.17,68.35833333333333,49.89407960753707,47.21819600847363,2.675883599063441,20 to <30%
01071,"Jackson County, Alabama",52839.0,43.4,49454.0,145800.0,762.0,16.7671778377654,5.37856661424399,14.562245432915272,75.04012083451336,15.55027711797308,0.0,47.86,61.56666666666666,45.723802494369686,34.065746891500595,11.658055602869092,Under 20%
01073,"Jefferson County, Alabama",669744.0,37.8,64589.0,224900.0,1132.0,16.33237558760307,4.806028587848782,13.126167046798173,63.71736373744473,35.93676101479785,0.0,47.85,64.24166666666666,32.361618767767986,36.569196588547264,-4.207577820779282,30 to <40%
01075,"Lamar County, Alabama",13809.0,44.5,47447.0,112700.0,548.0,15.06028498355864,6.398996235884567,29.829745321514,74.03248445959494,11.591695501730104,0.0,51.17,64.39166666666667,32.515026432037075,36.06343688898544,-3.548410456948367,Under 20%
01077,"Lauderdale County, Alabama",95037.0,40.7,59082.0,185800.0,799.0,13.640009538468208,3.9328579653660483,13.446128434633156,67.83402532429017,27.084135466880227,1.0,46.06,62.00833333333333,39.84763828824563,36.617317465829096,3.2303208224165325,20 to <30%
01079,"Lawrence County, Alabama",33182.0,42.8,60040.0,150700.0,708.0,13.740318350917851,2.0555818513760227,14.180322517464255,81.41498668695321,15.620188195038494,0.0,47.49,62.18333333333334,42.61346513169791,33.36146103309023,9.25200409860768,Under 20%
01081,"Lee County, Alabama",177663.0,33.6,61123.0,238700.0,999.0,18.869221414765683,3.7106677344847196,12.340502393270459,65.72912987165901,41.333333333333336,0.0,54.06,64.675,52.54892690093041,49.97101253496789,2.5779143659625245,40% or more
01083,"Limestone County, Alabama",107577.0,40.5,83534.0,255100.0,908.0,10.142422234386855,3.7012698351340383,7.970197990203969,77.49681417255941,30.391300896896578,0.0,48.59,61.958333333333336,71.20481143738904,48.04930421930338,23.15550721808565,30 to <40%
01085,"Lowndes County, Alabama",10008.0,42.7,35160.0,80600.0,663.0,29.59162941893539,7.241555783009212,13.79738968303294,77.31314587839462,13.873410487212459,0.0,50.44,66.99166666666666,47.761790567545965,48.161470823341325,-0.3996802557953637,Under 20%
01087,"Macon County, Alabama",18951.0,37.8,45951.0,95700.0,709.0,22.09373470386686,10.68100358422939,26.003725165562916,64.8021255768424,20.735785953177256,1.0,53.480000000000004,65.72500000000001,35.09049654371801,40.78940425307372,-5.698907709355707,20 to <30%
01089,"Madison County, Alabama",397135.0,38.2,83528.0,267800.0,1116.0,10.482494149148708,3.789920691861705,7.005935584314488,68.77681280736633,45.690290909491154,0.0,49.019999999999996,62.166666666666664,53.07011469651378,41.361249952786835,11.708864743726945,40% or more
01091,"Marengo County, Alabama",19027.0,41.1,44205.0,103400.0,722.0,22.56571246142386,2.3972602739726026,22.58818745552506,69.04793171372292,20.414475719146303,0.0,51.17,66.61666666666666,34.47732170074105,40.100909234246075,-5.623587533505019,20 to <30%
01093,"Marion County, Alabama",29190.0,43.8,50714.0,104300.0,583.0,16.847673766816143,6.159180977542933,23.18451539983046,75.22530807430569,12.831879728232062,1.0,52.89,63.15,45.59780746831107,38.335046248715315,7.262761219595752,Under 20%
01095,"Marshall County, Alabama",98712.0,38.6,60946.0,183400.0,765.0,16.285931652753217,3.7010594196222937,13.406852712431677,75.47757417345605,21.32640990582705,0.0,49.64,62.725,43.307804522246535,38.232433746656945,5.075370775589594,20 to <30%
01097,"Mobile County, Alabama",413162.0,38.4,58119.0,176600.0,1021.0,16.268674389690357,5.3126553755990225,13.432715073916068,64.87442915262262,25.150224087237017,1.0,55.27,69.97500000000001,25.430702726775454,27.18062164477856,-1.7499189180031078,20 to <30%
01099,"Monroe County, Alabama",19580.0,43.9,40225.0,114900.0,721.0,22.6066718386346,11.86865173229442,27.440400274698323,70.21362898864251,11.357915000740412,0.0,47.949999999999996,67.425,30.847803881511748,36.261491317671094,-5.413687436159346,Under 20%
01101,"Montgomery County, Alabama",227197.0,36.9,58153.0,160100.0,1061.0,19.28821829442548,5.992921369810599,14.191060406998176,57.70446659690477,34.27402754352647,0.0,54.02,66.20833333333333,38.34117527960316,47.59305800692791,-9.251882727324745,30 to <40%
01103,"Morgan County, Alabama",123742.0,40.3,64858.0,193000.0,835.0,13.561489033513977,3.997414260006639,8.992140977057627,72.5057433541188,23.240454561479794,2.0,50.93,62.56666666666666,41.61077079730407,37.82062678799438,3.7901440093096928,20 to <30%
01105,"Perry County, Alabama",8231.0,42.5,34368.0,87700.0,610.0,31.238095238095237,15.775087856306131,19.338550870992172,69.32707355242566,16.848973325657262,0.0,49.160000000000004,65.78333333333333,36.08310047381849,41.064269226096464,-4.9811687522779735,Under 20%
01107,"Pickens County, Alabama",18843.0,42.5,47014.0,123300.0,600.0,22.57144520109423,6.488913073051285,20.398808159523263,75.43910164123237,13.745224801645607,0.0,54.2,65.10833333333333,26.588122910364593,34.01793769569601,-7.4298147853314225,Under 20%
01109,"Pike County, Alabama",32953.0,31.7,47961.0,149000.0,855.0,23.402369777135917,3.867258949568853,21.824609278094766,62.871876239587465,27.315006200909465,0.0,56.04,66.66666666666667,46.82426486207629,48.675386156040425,-1.8511212939641308,20 to <30%
01111,"Randolph County, Alabama",22310.0,44.0,51551.0,184000.0,646.0,18.380249192431933,2.7940082864124083,26.75547708851617,78.7005587816369,20.51625239005736,1.0,53.8,63.125,48.00537875392201,42.71627073061408,5.289108023307934,20 to <30%
01113,"Russell County, Alabama",58858.0,37.2,50046.0,152300.0,898.0,22.248532894059508,6.646161519597656,13.610112237114526,60.55331315169862,16.85199530223144,0.0,49.370000000000005,65.90833333333333,81.99395154439499,82.62258316626458,-0.6286316218695844,Under 20%
01115,"St. Clair County, Alabama",92903.0,41.0,78993.0,218500.0,1077.0,11.172759160802135,4.450385280704514,10.836113481780329,82.47237288627201,19.943080971907705,0.0,53.83,63.625,58.458822642971704,45.057748404249594,13.401074238722108,Under 20%
01117,"Shelby County, Alabama",226955.0,40.0,93543.0,298700.0,1348.0,6.922738969434507,2.9138794227775673,5.93689774792137,81.25951249209731,46.19852639145615,0.0,49.78,64.325,55.04615452402459,47.925800268775745,7.120354255248838,40% or more
01119,"Sumter County, Alabama",12020.0,34.9,37981.0,84100.0,841.0,28.11402188095955,8.594757198109154,24.71164480960657,69.61175236096537,19.028226372700463,1.0,49.44,66.10833333333333,28.53577371048253,34.026622296173045,-5.490848585690515,Under 20%
01121,"Talladega County, Alabama",81170.0,42.2,56249.0,137900.0,772.0,17.653214138073583,8.06049669158718,14.094292803970223,72.5622548572471,16.823850485369814,0.0,56.87,64.01666666666667,44.955032647529876,40.02710360970802,4.927929037821856,Under 20%
01123,"Tallapoosa County, Alabama",41070.0,45.4,57185.0,144800.0,734.0,15.205200734454866,7.496909070473193,27.948796098750382,75.60430263475949,18.725005880969185,2.0,56.980000000000004,63.875,43.07280253226199,45.605064523983444,-2.5322619917214513,Under 20%
01125,"Tuscaloosa County, Alabama",234036.0,33.0,63947.0,233700.0,997.0,16.65120678052418,5.3741461835896915,15.199883421576724,62.157889310222366,31.377680995554066,0.0,48.15,64.65833333333333,31.871165119896084,33.78967338358201,-1.9185082636859287,30 to <40%
01127,"Walker County, Alabama",64886.0,41.3,54509.0,131100.0,743.0,17.979454748533044,4.366041896361632,17.820046311610984,77.49869178440608,16.002406041838395,0.0,51.06,63.65,34.41420337206794,28.819776222914033,5.5944271491539,Under 20%
01129,"Washington County, Alabama",15270.0,44.1,60503.0,152800.0,628.0,18.446601941747574,6.169458762886598,26.96166709544636,85.8929200422684,16.204134848202646,0.0,59.14,68.175,41.12639161755075,42.108709888670596,-0.9823182711198428,Under 20%
01131,"Wilcox County, Alabama",10347.0,42.0,42236.0,84200.0,699.0,29.032258064516128,12.103071317022383,30.504328189687616,77.90414297319252,12.335882268070986,0.0,50.04,67.21666666666667,30.057021358847976,44.36068425630618,-14.303662897458201,Under 20%
01133,"Winston County, Alabama",23637.0,45.3,48032.0,110500.0,744.0,19.46352209407801,4.169142404436522,28.8536343528335,76.6295025728988,13.372024856372377,0.0,54.22,62.4,44.8449464822101,43.49113677708677,1.3538097051233235,Under 20%
04001,"Apache County, Arizona",65680.0,36.2,40338.0,68500.0,647.0,31.223746849621953,10.01850769530489,29.5231198924175,79.13302999168256,15.268523532597179,1.0,11.18,50.791666666666664,41.51948842874543,50.36540803897686,-8.845919610231425,Under 20%
04003,"Cochise County, Arizona",125458.0,42.9,58970.0,207400.0,939.0,15.538536307419013,7.29776247848537,14.897491232802805,70.50083207861162,27.657715188384365,0.0,9.41,61.99166666666667,56.32163752012626,54.018077763076086,2.3035597570501682,20 to <30%
04005,"Coconino County, Arizona",144643.0,32.4,69748.0,413200.0,1406.0,17.6834226853804,6.629345101885147,23.266625659805168,58.84381641251258,39.61938901319695,1.0,13.81,52.74166666666667,49.27995132844313,58.05327599676445,-8.773324668321315,30 to <40%
04007,"Gila County, Arizona",53610.0,51.4,59089.0,247000.0,1001.0,17.775271016958875,7.367401307822718,28.702397743300423,77.16853739302455,18.847188995215312,0.0,18.03,60.166666666666664,48.12534974818131,40.925200522290616,7.200149225890692,Under 20%
04009,"Graham County, Arizona",38860.0,34.4,67326.0,202700.0,890.0,17.677007860799506,6.321991261750298,10.62334122372857,73.53932584269663,14.591321897073662,0.0,12.27,62.15,36.15542974781266,32.01235203293876,4.143077714873907,Under 20%
04011,"Greenlee County, Arizona",9452.0,36.1,75239.0,136300.0,570.0,10.794730131746705,3.540445486518171,22.116689280868385,55.807200929152145,20.41459369817579,0.0,13.3,57.36666666666667,49.6191282268303,51.94667795175624,-2.327549724925942,20 to <30%
04012,"La Paz County, Arizona",16605.0,59.7,49506.0,117600.0,735.0,18.44499078057775,10.842779694430755,34.908078810517836,70.4287161021717,13.855103120042306,0.0,5.26,71.95,67.08822643781993,58.41613971695273,8.672086720867208,Under 20%
04013,"Maricopa County, Arizona",4491987.0,37.5,85518.0,414700.0,1587.0,11.250356744752434,4.604377883656891,8.2945135834006,65.01300268301851,35.858005799892254,1.0,7.07,71.01666666666667,33.2195974743471,32.193325581752575,1.0262718925945244,30 to <40%
04015,"Mohave County, Arizona",217420.0,53.2,55799.0,253200.0,1047.0,16.83167385486579,6.938810524638782,18.9760270249931,73.63027482223758,14.88545563987867,0.0,10.85,62.125,56.360960353233374,41.73489099438874,14.626069358844633,Under 20%
04017,"Navajo County, Arizona",107744.0,39.4,52752.0,186100.0,832.0,24.712485136741975,8.764698110714757,31.213781477188917,72.74259018151183,17.631494659443803,1.0,11.21,52.166666666666664,53.12592812592813,46.11857736857737,7.007350757350757,Under 20%
04019,"Pima County, Arizona",1049947.0,39.7,67929.0,286900.0,1154.0,14.352333331374773,5.686189303590685,9.342670464346268,64.80897520680334,35.870627429205996,0.0,9.37,68.51666666666667,34.59031741602195,32.331155763100426,2.2591616529215286,30 to <40%
04021,"Pinal County, Arizona",449219.0,40.3,77588.0,312100.0,1417.0,10.871788658989193,5.837983751654684,12.603065700735568,80.52394190581005,22.150215809205758,0.0,9.62,69.7,85.96029998731132,55.37833439814433,30.581965589166977,20 to <30%
04023,"Santa Cruz County, Arizona",48209.0,37.9,53614.0,216100.0,781.0,20.213231160069135,10.480887792848335,11.48076012001895,68.37535680304472,24.069518545733363,0.0,12.89,61.291666666666664,38.12566118359642,42.37797921549918,-4.252318031902757,20 to <30%
04025,"Yavapai County, Arizona",241656.0,55.0,66106.0,392900.0,1258.0,12.594464804751674,4.212194759522513,12.200077399380804,73.51147842056933,29.602252541267426,0.0,14.7,59.60833333333333,58.08670175787069,44.14539676233986,13.941304995530837,20 to <30%
04027,"Yuma County, Arizona",207685.0,35.8,60417.0,195700.0,983.0,16.45786674132139,8.12603849559132,18.122098718112518,70.02327607505559,16.671988356637385,0.0,5.08,72.81666666666666,43.84043142258709,42.70891012831933,1.1315212942677613,Under 20%
05001,"Arkansas County, Arkansas",16773.0,41.0,60831.0,129400.0,799.0,14.715698768129133,6.798547639914862,24.26123950787628,67.45103992712919,15.326460481099657,1.0,45.95,65.19166666666666,34.10242651880999,40.422106957610445,-6.319680438800453,Under 20%
05003,"Ashley County, Arkansas",18722.0,42.7,44481.0,88800.0,640.0,22.716248989490705,6.063646788990826,23.423040102116797,72.13501875260452,12.178111587982833,0.0,48.05,66.39166666666667,30.9795961969875,32.47516290994552,-1.4955667129580172,Under 20%
05005,"Baxter County, Arkansas",42150.0,51.9,48427.0,165400.0,866.0,14.457686866022398,5.601422583513274,15.532492555613944,74.95982166001347,18.74863948751438,0.0,52.44,59.80833333333334,51.88612099644128,43.6773428232503,8.208778173190984,Under 20%
05007,"Benton County, Arkansas",294541.0,35.8,89879.0,285100.0,1193.0,7.610934056678047,3.1478837867131944,9.138705103969754,67.20350710988511,36.60753298960063,0.0,50.66,59.98333333333333,66.75471326572531,50.312180647176454,16.44253261854886,30 to <40%
05009,"Boone County, Arkansas",37896.0,41.3,54195.0,169300.0,715.0,13.442631734040559,3.932223196026877,12.434607645875252,70.29280462184875,16.310321463524804,0.0,44.17,59.300000000000004,48.63310111885159,43.19717120540427,5.435929913447329,Under 20%
05011,"Bradley County, Arkansas",10354.0,38.5,39565.0,97000.0,638.0,20.05850804485617,4.427017455097395,29.161747343565526,66.86111111111111,15.767455279861512,1.0,55.05,65.58333333333333,29.070890477110297,34.672590303264435,-5.601699826154143,Under 20%
05013,"Calhoun County, Arkansas",4717.0,44.8,63654.0,97300.0,822.0,13.29646017699115,7.18562874251497,35.81847649918963,86.36363636363636,18.103957471943296,1.0,57.870000000000005,64.83333333333333,37.735849056603776,50.2437990248039,-12.507949968200128,Under 20%
05015,"Carroll County, Arkansas",28526.0,44.7,55187.0,186300.0,818.0,16.262988049221605,3.9424745846764195,20.192584075883875,77.67873221681974,21.117829228727327,0.0,45.21,59.25,48.972866858304705,47.67580452920143,1.2970623291032741,20 to <30%
05017,"Chicot County, Arkansas",9997.0,42.9,39683.0,90500.0,661.0,24.380788283437433,8.477321814254859,23.36722721939773,67.38964021434039,17.228034972051024,0.0,42.08,66.36666666666666,30.109032709812944,42.11263379013704,-12.003601080324097,Under 20%
05019,"Clark County, Arkansas",21378.0,31.9,50985.0,147100.0,734.0,20.19291922832309,4.427057541844112,18.627646823811425,61.544126672394746,25.490829764886485,0.0,57.06,63.74166666666667,48.4142576480494,47.385162316400034,1.0290953316493592,20 to <30%
05021,"Clay County, Arkansas",14399.0,42.6,48500.0,88100.0,696.0,17.224644816429876,6.270627062706271,18.442458994532604,71.46827992151734,15.621347876899105,0.0,47.21,61.56666666666666,44.10028474199597,42.919647197722064,1.1806375442739079,Under 20%
05023,"Cleburne County, Arkansas",25048.0,49.5,55979.0,174600.0,853.0,13.846652880833638,6.509653290205196,33.13726743814334,78.54274239816408,18.269796289365342,0.0,54.59,61.875,61.24241456403705,53.05812839348451,8.18428617055254,Under 20%
05025,"Cleveland County, Arkansas",7491.0,43.7,50509.0,123400.0,635.0,15.566356149588227,2.3033309709425938,22.373540856031127,79.19799498746868,16.24790619765494,1.0,53.87,64.84166666666667,44.319850487251365,51.128020291015886,-6.8081698037645175,Under 20%
05027,"Columbia County, Arkansas",22527.0,34.5,47363.0,141700.0,631.0,22.690390067455276,3.088962108731466,24.211385061638868,69.14244707570865,20.38193951441147,0.0,53.55,64.96666666666667,33.11581657566476,36.13441647800417,-3.0185999023394148,20 to <30%
05029,"Conway County, Arkansas",20872.0,42.6,51212.0,137000.0,721.0,20.590509326374793,6.740355439965323,14.234066728643736,71.46814404432133,18.16560334773959,0.0,50.92,62.925000000000004,49.49214258336527,46.80912226906861,2.6830203142966655,Under 20%
05031,"Craighead County, Arkansas",112097.0,34.5,57615.0,198700.0,930.0,19.06738619067386,5.986257443884562,9.640914490548736,59.20151301981225,27.76662204373048,0.0,52.760000000000005,62.300000000000004,51.39298999973237,46.47760421777568,4.915385781956698,20 to <30%
05033,"Crawford County, Arkansas",60792.0,39.1,60362.0,170000.0,828.0,16.786715693681895,5.203146972749041,9.859265357324865,74.24110637557624,19.302612183746948,0.0,47.230000000000004,61.90833333333333,58.00105277010133,49.84208448480063,8.158968285300697,Under 20%
05035,"Crittenden County, Arkansas",47609.0,36.0,54271.0,155100.0,883.0,20.71000855431993,9.410492157923201,14.176065896007863,56.6146798996619,17.195150001642954,0.0,50.089999999999996,63.60833333333334,40.70658909029805,43.794240584763386,-3.0876514944653324,Under 20%
05037,"Cross County, Arkansas",16681.0,40.6,47012.0,104000.0,797.0,20.08971871968962,8.496308768294263,13.942751615881809,66.06376456161864,14.834205933682373,1.0,48.74,62.88333333333333,35.60937593669444,45.44092080810503,-9.831544871410587,Under 20%
05039,"Dallas County, Arkansas",6351.0,44.5,44694.0,98200.0,626.0,11.169948700976336,8.509874326750449,30.515759312320917,71.17525773195877,11.132854968471406,1.0,55.94,63.94166666666666,56.68398677373642,48.33884427649189,8.34514249724453,Under 20%
05041,"Desha County, Arkansas",11041.0,41.2,36064.0,89100.0,689.0,28.91874600127959,4.280904280904281,18.272539573296626,60.50526315789474,13.034786085565774,1.0,47.57,65.51666666666667,34.688886876188754,43.92718050901186,-9.238293632823114,Under 20%
05043,"Drew County, Arkansas",17143.0,37.7,41071.0,127800.0,712.0,22.743947175348495,5.127834753719486,15.533043897732755,63.87778412335808,23.331509846827135,1.0,48.97,65.85000000000001,49.116257364521964,42.11631569736919,6.999941667152774,20 to <30%
05045,"Faulkner County, Arkansas",126001.0,34.0,65071.0,211300.0,980.0,15.025652946352965,3.2756389517955355,7.5593053611289776,61.58474194736627,33.19694072657744,1.0,53.35,62.90833333333333,56.07892000857136,46.65042340933802,9.42849659923334,30 to <40%
05047,"Franklin County, Arkansas",17220.0,42.4,51919.0,118800.0,717.0,18.86246976222786,4.406077348066298,11.263062830602502,74.03314917127072,13.161375661375661,0.0,49.6,61.65,57.491289198606275,48.43205574912892,9.059233449477352,Under 20%
05049,"Fulton County, Arkansas",12239.0,48.6,38941.0,107200.0,596.0,14.754098360655737,3.84180790960452,22.67610164039884,84.69217970049917,15.721304153640018,0.0,50.29,59.94166666666666,66.59040771304845,54.08938638777678,12.501021325271672,Under 20%
05051,"Garland County, Arkansas",100062.0,45.3,55409.0,176400.0,942.0,16.474563201363665,5.870132166379348,16.754803119649992,69.2312965586582,26.24650320882014,0.0,57.78,63.30833333333333,44.4324518798345,44.07267494153625,0.3597769382982551,20 to <30%
05053,"Grant County, Arkansas",18111.0,40.2,72512.0,154500.0,779.0,12.321189092534645,4.005705455842149,12.039964588339446,79.5255212077642,20.930598129372004,1.0,54.81,64.23333333333333,56.871514549169014,46.10457732869527,10.766937220473745,20 to <30%
